date,location,red_fighter,blue_fighter,winner,weight_class,title_fight,red_knockdowns,blue_knockdowns,red_sig_strike,blue_sig_strike,red_sig_strike_percent,blue_sig_strike_percent,red_total_strikes,blue_total_strikes,red_takedowns,blue_takedowns,red_takedown_percent,blue_takedown_percent,red_submission_attempts,blue_submission_attempts,red_reversals,blue_reversals,red_control_time,blue_control_time,red_Record,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str_Acc,red_SApM,red_Str_Def,red_TD_Avg,red_TD_Acc,red_TD_Def,red_Sub_Avg,blue_Record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str_Acc,blue_SApM,blue_Str_Def,blue_TD_Avg,blue_TD_Acc,blue_TD_Def,blue_Sub_Avg
"October 02, 2021","Las Vegas, Nevada, USA    ",Devonte Smith,Jamie Mullarkey,L,Lightweight,N,0,1,29 of 64,55 of 108,45%,50%,32 of 67,58 of 112,0 of 0,1 of 2,---,50%,0,0,0,0,0:00,0:47, 11-3-0,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",5.10,52%,3.86,54%,0.53,100%,80%,0.5, 14-4-0,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",3.03,40%,4.45,45%,3.50,32%,66%,0.4
"October 02, 2021","Las Vegas, Nevada, USA    ",Douglas Silva de Andrade,Gaetano Pirrello,W,Bantamweight,N,1,0,10 of 15,5 of 6,66%,83%,12 of 17,5 of 6,0 of 0,0 of 0,---,---,0,0,0,0,0:19,0:00, 27-4-0 (1 NC),"5' 7""",145 lbs.,"68""",Orthodox,"Jun 22, 1985",3.79,38%,4.22,58%,0.69,50%,66%,0.0, 15-7-1,"5' 7""",135 lbs.,"65""",Orthodox,"Apr 29, 1992",0.99,55%,2.44,42%,0.00,0%,30%,0.0
"October 02, 2021","Las Vegas, Nevada, USA    ",Stephanie Egger,Shanna Young,W,Women's Bantamweight,N,0,0,29 of 42,22 of 50,69%,44%,62 of 84,26 of 54,2 of 4,0 of 0,50%,---,0,2,0,0,3:28,0:23, 6-2-0,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",1.74,52%,1.88,54%,2.01,30%,40%,0.0, 8-5-0,"5' 7""",135 lbs.,"65""",Orthodox,"Feb 20, 1991",3.04,53%,4.95,43%,0.00,0%,53%,1.0
"October 02, 2021","Las Vegas, Nevada, USA    ",Alejandro Perez,Johnny Eduardo,W,Bantamweight,N,0,0,23 of 55,31 of 59,41%,52%,34 of 66,38 of 66,1 of 1,1 of 1,100%,100%,2,0,0,0,1:14,1:14, 23-8-1,"5' 6""",145 lbs.,"65""",Orthodox,"Sep 02, 1989",3.45,35%,2.97,63%,0.61,23%,70%,0.4, 28-13-0,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2.95,39%,3.22,63%,0.22,20%,58%,0.4
"September 25, 2021","Las Vegas, Nevada, USA    ",Alexander Volkanovski,Brian Ortega,W,UFC Featherweight,Y,0,0,214 of 353,88 of 234,60%,37%,229 of 377,101 of 250,0 of 0,2 of 5,---,40%,0,3,2,1,3:51,0:54, 23-1-0,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",6.42,56%,3.34,60%,1.77,34%,70%,0.3, 15-2-0 (1 NC),"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",4.15,38%,6.69,49%,0.87,24%,56%,1.2
"September 25, 2021","Las Vegas, Nevada, USA    ",Valentina Shevchenko,Lauren Murphy,W,UFC Women's Flyweight,Y,0,0,98 of 170,11 of 91,57%,12%,132 of 204,19 of 100,3 of 4,0 of 0,75%,---,0,0,0,0,4:04,0:41, 22-3-0,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",3.21,52%,1.87,64%,2.62,64%,77%,0.3, 15-5-0,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.58,38%,4.35,59%,1.03,34%,65%,0.1
"September 25, 2021","Las Vegas, Nevada, USA    ",Nick Diaz,Robbie Lawler,L,Middleweight,N,0,0,150 of 339,131 of 221,44%,59%,150 of 339,131 of 221,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:14, 26-10-0 (2 NC),"6' 1""",170 lbs.,"76""",Southpaw,"Aug 02, 1983",5.71,42%,3.84,59%,1.28,32%,60%,1.0, 29-15-0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.73,46%,4.42,59%,0.66,64%,65%,0.0
"September 25, 2021","Las Vegas, Nevada, USA    ",Curtis Blaydes,Jairzinho Rozenstruik,W,Heavyweight,N,0,0,32 of 96,18 of 68,33%,26%,113 of 190,46 of 99,3 of 6,0 of 0,50%,---,0,0,0,0,6:19,0:00, 15-3-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.44,51%,1.65,59%,6.27,53%,33%,0.0, 12-3-0,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",2.80,46%,3.07,45%,0.00,0%,75%,0.0
"September 25, 2021","Las Vegas, Nevada, USA    ",Jessica Andrade,Cynthia Calvillo,W,Women's Flyweight,N,0,0,48 of 86,27 of 75,55%,36%,48 of 86,27 of 75,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00, 22-9-0,"5' 1""",125 lbs.,"62""",Orthodox,"Sep 25, 1991",6.24,50%,5.21,53%,2.90,55%,66%,0.4, 9-4-1,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 13, 1987",4.27,40%,4.10,64%,1.75,43%,73%,1.0
"September 25, 2021","Las Vegas, Nevada, USA    ",Marlon Moraes,Merab Dvalishvili,L,Bantamweight,N,1,0,29 of 44,69 of 109,65%,63%,34 of 49,246 of 307,0 of 0,4 of 4,---,100%,0,0,0,0,0:30,6:00, 23-9-1,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.34,40%,4.47,53%,0.89,41%,46%,0.4, 14-4-0,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",4.26,41%,2.28,60%,7.30,45%,78%,0.3
"September 25, 2021","Las Vegas, Nevada, USA    ",Dan Hooker,Nasrat Haqparast,W,Lightweight,N,0,0,73 of 153,27 of 69,47%,39%,177 of 261,35 of 77,3 of 7,0 of 1,42%,0%,0,0,0,0,7:04,0:03, 21-11-0,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990",4.90,47%,4.61,52%,0.90,36%,78%,0.2, 13-4-0,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",5.19,46%,3.48,71%,0.16,14%,78%,0.0
"September 25, 2021","Las Vegas, Nevada, USA    ",Shamil Abdurakhimov,Chris Daukaus,L,Heavyweight,N,0,2,23 of 63,38 of 93,36%,40%,23 of 63,38 of 93,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:48, 20-6-0,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981",2.53,43%,2.69,58%,1.14,24%,47%,0.2, 12-3-0,"6' 3""",250 lbs.,"76""",Orthodox,"Sep 25, 1989",9.03,53%,3.40,64%,0.00,0%,100%,0.0
"September 25, 2021","Las Vegas, Nevada, USA    ",Roxanne Modafferi,Taila Santos,L,Women's Flyweight,N,0,1,18 of 92,55 of 95,19%,57%,43 of 124,118 of 164,0 of 4,5 of 5,0%,100%,0,0,0,0,3:02,8:03, 25-20-0,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",2.97,30%,4.92,53%,1.30,21%,25%,0.1, 19-1-0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.71,50%,2.23,63%,2.44,86%,88%,1.1
"September 25, 2021","Las Vegas, Nevada, USA    ",Uros Medic,Jalin Turner,L,Lightweight,N,0,0,6 of 11,25 of 47,54%,53%,6 of 11,40 of 68,0 of 0,1 of 1,---,100%,0,1,0,0,0:00,2:24, 7-1-0,"6' 1""",155 lbs.,"71""",Southpaw,"Apr 25, 1993",10.53,75%,3.42,56%,0.00,0%,66%,0.0, 11-5-0,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",6.20,47%,4.12,45%,0.98,75%,78%,1.9
"September 25, 2021","Las Vegas, Nevada, USA    ",Cody Brundage,Nick Maximov,L,Middleweight,N,0,0,28 of 53,14 of 40,52%,35%,59 of 90,84 of 142,0 of 1,4 of 15,0%,26%,1,0,0,2,1:55,9:21, 5-2-0,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",2.70,61%,1.67,48%,0.86,25%,73%,0.9, 7-0-0,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 23, 1997",1.70,49%,1.10,49%,3.00,30%,100%,0.0
"September 25, 2021","Las Vegas, Nevada, USA    ",Matthew Semelsberger,Martin Sano,W,Welterweight,N,1,0,3 of 5,1 of 3,60%,33%,3 of 5,1 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00, 9-3-0,"6' 1""",170 lbs.,"75""",Switch,"Nov 23, 1992",6.16,48%,5.67,61%,0.98,100%,100%,0.5, 4-3-1,"5' 11""",170 lbs.,"75""",Orthodox,"May 30, 1991",4.00,33%,12.00,40%,0.00,0%,0%,0.0
"September 25, 2021","Las Vegas, Nevada, USA    ",Jonathan Pearce,Omar Morales,W,Featherweight,N,0,0,12 of 35,12 of 25,34%,48%,55 of 83,27 of 42,6 of 11,0 of 0,54%,---,1,0,0,2,5:33,0:19, 11-4-0,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",6.79,53%,5.23,46%,7.17,57%,75%,1.0, 11-2-0,"5' 11""",145 lbs.,"73""",Orthodox,"Oct 17, 1985",3.40,38%,2.83,63%,0.60,100%,63%,0.0
"September 18, 2021","Las Vegas, Nevada, USA    ",Anthony Smith,Ryan Spann,W,Light Heavyweight,N,2,0,17 of 28,8 of 20,60%,40%,18 of 29,8 of 20,0 of 0,0 of 1,---,0%,1,0,0,0,1:38,0:30, 36-16-0,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",3.03,47%,4.31,42%,0.46,28%,48%,0.8, 19-7-0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.43,44%,3.54,47%,1.58,38%,60%,1.6
"September 18, 2021","Las Vegas, Nevada, USA    ",Ion Cutelaba,Devin Clark,W,Light Heavyweight,N,1,0,64 of 101,23 of 52,63%,44%,92 of 138,84 of 130,8 of 12,1 of 6,66%,16%,0,0,0,0,8:48,1:58, 16-6-1 (1 NC),"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.91,42%,3.43,47%,4.39,60%,79%,0.0, 12-6-0,"6' 0""",205 lbs.,"75""",Orthodox,"Apr 12, 1990",3.13,56%,2.64,46%,2.51,34%,56%,0.1
"September 18, 2021","Las Vegas, Nevada, USA    ",Ariane Lipski,Mandy Bohm,W,Women's Flyweight,N,2,0,87 of 194,36 of 108,44%,33%,116 of 233,47 of 123,0 of 1,0 of 4,0%,0%,0,0,0,0,4:26,0:29, 14-7-0,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",3.33,36%,3.90,51%,0.19,20%,55%,0.4, 7-1-0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",2.40,33%,5.80,55%,0.00,0%,100%,0.0
"September 18, 2021","Las Vegas, Nevada, USA    ",Arman Tsarukyan,Christos Giagos,W,Lightweight,N,1,0,22 of 31,1 of 6,70%,16%,27 of 37,4 of 11,0 of 1,0 of 0,0%,---,0,0,0,0,0:11,0:49, 17-2-0,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.59,46%,1.40,62%,3.38,34%,78%,0.0, 19-9-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",2.88,41%,2.93,49%,3.31,41%,52%,0.5
"September 18, 2021","Las Vegas, Nevada, USA    ",Nate Maness,Tony Gravely,W,Bantamweight,N,1,1,31 of 63,36 of 68,49%,52%,64 of 98,44 of 77,1 of 1,1 of 6,100%,16%,0,0,0,0,0:15,2:26, 14-1-0,"5' 10""",135 lbs.,"72""",Orthodox,"Jun 27, 1991",2.87,46%,4.72,45%,1.52,75%,86%,0.5, 21-7-0,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",4.14,54%,3.27,46%,5.57,48%,50%,0.6
"September 18, 2021","Las Vegas, Nevada, USA    ",Joaquin Buckley,Antonio Arroyo,W,Middleweight,N,1,0,41 of 102,21 of 46,40%,45%,45 of 107,30 of 57,1 of 6,0 of 0,16%,---,0,0,0,0,1:18,0:24, 13-4-0,"5' 10""",185 lbs.,"76""",Southpaw,"Apr 27, 1994",4.16,37%,4.21,51%,0.80,16%,100%,0.0, 9-5-0,"6' 3""",185 lbs.,"73""",Orthodox,"Jul 01, 1989",2.82,66%,2.02,50%,1.14,41%,41%,0.2
"September 18, 2021","Las Vegas, Nevada, USA    ",Mike Rodriguez,Tafon Nchukwi,L,Light Heavyweight,N,0,0,49 of 144,116 of 199,34%,58%,59 of 156,145 of 240,0 of 0,3 of 3,---,100%,0,0,0,0,0:02,4:45, 11-7-0 (1 NC),"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988",4.35,53%,4.24,41%,0.00,0%,37%,0.0, 6-1-0,"6' 0""",205 lbs.,"77""",Orthodox,"Oct 14, 1994",6.56,53%,4.13,55%,1.15,57%,66%,0.0
"September 18, 2021","Las Vegas, Nevada, USA    ",Pannie Kianzad,Raquel Pennington,L,Women's Bantamweight,N,0,0,50 of 98,48 of 79,51%,60%,85 of 144,98 of 144,1 of 2,1 of 3,50%,33%,0,0,0,0,5:34,6:16, 16-6-0,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",5.34,49%,4.35,53%,0.31,22%,77%,0.1, 12-9-0,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",3.59,49%,3.21,62%,1.11,28%,65%,0.7
"September 18, 2021","Las Vegas, Nevada, USA    ",Rong Zhu,Brandon Jenkins,W,Lightweight,N,1,0,86 of 134,41 of 105,64%,39%,134 of 198,67 of 138,6 of 8,0 of 0,75%,---,0,0,0,1,9:27,0:04, 18-4-0,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 07, 2000",4.33,53%,4.63,51%,4.56,75%,100%,0.0, 15-8-0,"6' 0""",155 lbs.,"71""",Switch,"Sep 30, 1991",2.81,39%,5.90,35%,0.00,0%,25%,0.0
"September 18, 2021","Las Vegas, Nevada, USA    ",Montel Jackson,JP Buys,W,Bantamweight,N,4,0,25 of 43,8 of 24,58%,33%,91 of 117,39 of 60,4 of 5,1 of 7,80%,14%,1,3,0,0,10:03,1:20, 11-2-0,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",3.42,55%,1.34,57%,4.13,78%,68%,0.3, 9-4-0,"5' 5""",135 lbs.,"67""",Orthodox,"Apr 30, 1996",1.76,43%,2.46,42%,1.70,30%,25%,2.5
"September 18, 2021","Las Vegas, Nevada, USA    ",Erin Blanchfield,Sarah Alpar,W,Women's Flyweight,N,0,0,120 of 210,41 of 113,57%,36%,198 of 318,45 of 120,3 of 3,0 of 1,100%,0%,0,0,0,0,9:43,0:00, 7-1-0,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",8.00,57%,2.73,63%,3.00,100%,100%,0.0, 9-6-0,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991",2.36,44%,6.06,38%,1.61,26%,20%,0.4
