date,location,weight_class,title_bout,winner,red_Fighter,blue_Fighter,red_KD,blue_KD,red_Sig. str.,blue_Sig. str.,red_Sig. str. %,blue_Sig. str. %,red_Total str.,blue_Total str.,red_Td,blue_Td,red_Td %,blue_Td %,red_Sub. att,blue_Sub. att,red_Rev.,blue_Rev.,red_Ctrl,blue_Ctrl,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str. Acc.,red_SApM,red_Str. Def,red_TD Avg.,red_TD Acc.,red_TD Def.,red_Sub. Avg.,red_record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str. Acc.,blue_SApM,blue_Str. Def,blue_TD Avg.,blue_TD Acc.,blue_TD Def.,blue_Sub. Avg.,blue_record
"March 11, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,L,Petr Yan,Merab Dvalishvili,0,0,75 of 143,147 of 338,52%,43%,87 of 155,202 of 401,1 of 5,11 of 49,20%,22%,0,0,0,0,1:50,6:53,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",5.03,53%,4.26,59%,1.71,52%,85%,0.1, 16-5-0,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",4.46,41%,2.41,56%,6.55,36%,78%,0.3, 16-4-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Heavyweight,N,W,Alexander Volkov,Alexandr Romanov,0,0,12 of 15,0 of 1,80%,0%,27 of 35,0 of 1,0 of 0,0 of 5,---,0%,0,0,0,0,1:03,0:38,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",4.89,57%,3.00,53%,0.51,70%,73%,0.1, 36-10-0,"6' 2""",262 lbs.,"75""",Southpaw,"Dec 11, 1990",3.62,50%,2.00,46%,4.96,52%,20%,1.1, 16-2-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Catch Weight,N,W,Nikita Krylov,Ryan Spann,0,0,7 of 12,5 of 11,58%,45%,24 of 31,5 of 11,2 of 2,1 of 2,100%,50%,2,1,2,2,2:39,0:32,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.38,55%,2.47,44%,2.29,38%,53%,1.4, 30-9-0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.28,44%,3.32,48%,1.64,37%,45%,1.9, 21-8-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,L,Said Nurmagomedov,Jonathan Martinez,0,0,47 of 78,38 of 55,60%,69%,101 of 134,78 of 96,3 of 9,0 of 1,33%,0%,2,1,0,0,4:21,6:09,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",3.54,47%,2.15,56%,1.03,16%,65%,1.2, 17-3-0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.63,49%,3.81,57%,0.46,41%,69%,0.1, 18-4-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,W,Mario Bautista,Guido Cannetti,0,0,3 of 4,2 of 5,75%,40%,5 of 6,5 of 8,3 of 4,1 of 1,75%,100%,1,0,0,0,2:36,0:16,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",5.33,50%,3.73,54%,2.91,68%,62%,1.3, 12-2-0,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979",3.44,55%,2.84,51%,2.27,55%,64%,0.4, 10-8-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Light Heavyweight,N,W,Vitor Petrino,Anton Turkalj,0,0,39 of 82,33 of 56,47%,58%,60 of 104,69 of 95,7 of 9,5 of 15,77%,33%,1,0,4,1,6:13,4:40,"6' 2""",205 lbs.,"77""",Orthodox,"Aug 28, 1997",3.43,48%,2.16,47%,4.45,77%,66%,0.6, 8-0-0,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",1.60,58%,2.18,50%,6.97,51%,16%,0.0, 8-2-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Heavyweight,N,W,Karl Williams,Lukasz Brzeski,1,0,38 of 58,26 of 46,65%,56%,120 of 168,49 of 72,8 of 13,0 of 1,61%,0%,0,0,0,0,10:13,0:29,"6' 3""",235 lbs.,"79""",Orthodox,"Jan 06, 1990",2.07,61%,0.90,53%,5.50,68%,100%,0.0, 8-1-0,"6' 4""",236 lbs.,"78""",Orthodox,"May 17, 1992",5.11,47%,3.35,56%,0.68,50%,42%,0.7, 8-3-1 (1 NC)
"March 11, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,L,Raphael Assuncao,Davey Grant,0,1,42 of 58,65 of 138,72%,47%,67 of 85,80 of 154,5 of 12,0 of 0,41%,---,0,1,0,0,4:17,0:52,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.22,42%,2.50,66%,1.65,39%,78%,0.2, 28-10-0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",4.78,44%,3.89,54%,1.41,42%,62%,0.2, 15-6-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Middleweight,N,L,Sedriques Dumas,Josh Fremd,0,0,20 of 44,33 of 61,45%,54%,23 of 47,48 of 78,0 of 1,2 of 2,0%,100%,0,2,1,1,0:07,4:27,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",2.50,46%,3.87,46%,1.71,50%,0%,1.7, 7-1-0,"6' 4""",185 lbs.,"76""",Orthodox,"Jan 15, 1994",3.05,52%,2.71,42%,1.56,75%,31%,1.6, 10-4-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,W,Victor Henry,Tony Gravely,0,0,154 of 244,75 of 154,63%,48%,190 of 281,90 of 169,0 of 0,3 of 17,---,17%,2,0,1,0,1:20,3:22,"5' 7""",135 lbs.,"68""",Switch,"May 04, 1987",8.67,54%,5.98,48%,0.00,0%,79%,0.7, 23-6-0,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.82,48%,4.47,44%,5.40,41%,52%,0.3, 23-9-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Women's Flyweight,N,W,Ariane Lipski,JJ Aldrich,0,0,101 of 204,49 of 99,49%,49%,113 of 216,56 of 106,2 of 2,0 of 12,100%,0%,0,0,0,0,0:19,1:16,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",3.86,39%,3.97,51%,0.47,42%,73%,0.3, 15-8-0,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992",3.98,45%,4.74,59%,0.82,25%,70%,0.0, 11-6-0
"March 11, 2023","Las Vegas, Nevada, USA    ",Flyweight,N,L,Tyson Nam,Bruno Silva,0,1,12 of 38,23 of 45,31%,51%,12 of 38,27 of 50,0 of 0,0 of 1,---,0%,0,1,0,0,0:00,0:53,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.49,32%,5.44,63%,0.00,0%,100%,0.0, 21-13-1,"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",3.05,46%,3.09,59%,2.57,30%,64%,0.3, 13-5-2 (1 NC)
"March 11, 2023","Las Vegas, Nevada, USA    ",Welterweight,N,W,Carlston Harris,Jared Gooden,0,0,63 of 110,51 of 84,57%,60%,140 of 194,93 of 126,5 of 12,0 of 0,41%,---,0,0,0,0,9:38,0:02,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 09, 1987",4.14,52%,2.88,50%,3.04,31%,75%,0.6, 18-5-0,"6' 0""",170 lbs.,"77""",Orthodox,"Dec 05, 1993",4.73,47%,6.76,48%,0.49,100%,68%,0.0, 22-9-0
"March 04, 2023","Las Vegas, Nevada, USA    ",UFC Heavyweight,Y,W,Jon Jones,Ciryl Gane,0,0,5 of 10,6 of 8,50%,75%,8 of 14,7 of 9,2 of 2,0 of 0,100%,---,1,0,0,0,0:57,0:00,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",4.29,57%,2.22,64%,1.93,45%,95%,0.5, 27-1-0 (1 NC),"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",5.08,59%,2.25,62%,0.61,21%,45%,0.5, 11-2-0
"March 04, 2023","Las Vegas, Nevada, USA    ",UFC Women's Flyweight,Y,L,Valentina Shevchenko,Alexa Grasso,0,0,87 of 145,59 of 181,60%,32%,167 of 228,182 of 308,4 of 6,0 of 2,66%,0%,0,1,0,0,5:24,1:22,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",3.29,53%,1.99,63%,2.57,64%,72%,0.3, 23-4-0,"5' 5""",125 lbs.,"66""",Orthodox,"Aug 09, 1993",4.88,43%,4.07,59%,0.38,44%,61%,0.6, 16-3-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Welterweight,N,L,Geoff Neal,Shavkat Rakhmonov,0,0,69 of 145,113 of 179,47%,63%,69 of 145,120 of 186,0 of 0,0 of 4,---,0%,0,1,0,0,1:12,3:43,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",5.22,50%,5.60,58%,0.51,44%,87%,0.1, 15-5-0,"6' 1""",170 lbs.,"77""",Orthodox,"Oct 23, 1994",4.45,59%,2.61,53%,1.49,33%,100%,1.5, 17-0-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Lightweight,N,W,Mateusz Gamrot,Jalin Turner,0,1,29 of 42,40 of 97,69%,41%,89 of 109,62 of 119,4 of 12,0 of 1,33%,0%,0,0,0,0,6:52,0:32,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 11, 1990",3.03,51%,3.23,60%,4.54,31%,90%,0.2, 22-2-0 (1 NC),"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",5.63,46%,3.79,43%,0.89,66%,74%,1.6, 13-6-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Middleweight,N,W,Bo Nickal,Jamie Pickett,0,0,1 of 4,1 of 2,25%,50%,3 of 6,1 of 2,1 of 4,0 of 0,25%,---,2,0,0,0,2:30,0:00,"6' 1""",185 lbs.,"76""",Southpaw,"Jan 14, 1996",1.67,57%,0.21,66%,12.50,57%,0%,15.6, 4-0-0,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988",3.16,50%,4.23,48%,1.34,36%,66%,0.2, 13-9-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,W,Cody Garbrandt,Trevin Jones,0,0,26 of 33,20 of 69,78%,28%,33 of 40,30 of 79,2 of 3,1 of 2,66%,50%,0,1,0,0,2:32,1:39,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",3.00,40%,3.89,61%,1.13,34%,78%,0.0, 13-5-0,"5' 7""",135 lbs.,"70""",Southpaw,"Aug 04, 1990",2.13,37%,4.29,39%,0.62,15%,60%,0.2, 13-10-0 (1 NC)
"March 04, 2023","Las Vegas, Nevada, USA    ",Middleweight,N,L,Derek Brunson,Dricus Du Plessis,0,1,37 of 84,71 of 115,44%,61%,43 of 90,84 of 132,1 of 2,1 of 2,50%,50%,1,1,1,0,2:30,1:25,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.51,47%,3.05,51%,3.14,33%,85%,0.6, 23-9-0,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",6.72,55%,3.73,53%,2.83,47%,50%,1.3, 19-2-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Women's Flyweight,N,L,Viviane Araujo,Amanda Ribas,0,0,46 of 115,98 of 183,40%,53%,86 of 162,205 of 320,0 of 0,2 of 2,---,100%,2,0,0,0,0:00,8:20,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",4.63,47%,5.45,55%,1.81,48%,82%,0.6, 11-5-0,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 26, 1993",4.80,42%,2.65,69%,2.16,52%,88%,1.0, 11-3-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Middleweight,N,L,Julian Marquez,Marc-Andre Barriault,0,0,82 of 171,109 of 222,47%,49%,83 of 172,127 of 246,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,1:29,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",4.86,44%,4.99,51%,0.00,0%,53%,2.6, 9-4-0,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",5.90,47%,5.18,54%,0.28,25%,62%,0.1, 15-6-0 (1 NC)
"March 04, 2023","Las Vegas, Nevada, USA    ",Welterweight,N,W,Ian Garry,Song Kenan,1,1,127 of 231,55 of 110,54%,50%,127 of 231,61 of 120,0 of 0,2 of 3,---,66%,0,0,0,0,0:05,0:44,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",6.79,56%,4.19,52%,0.30,50%,63%,0.0, 11-0-0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",4.25,47%,5.45,51%,0.51,66%,50%,0.0, 19-7-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,L,Mana Martinez,Cameron Saaiman,0,1,60 of 148,117 of 240,40%,48%,63 of 160,146 of 272,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,4:07,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",4.33,48%,4.94,50%,0.72,42%,25%,0.5, 10-4-0,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000",5.39,47%,2.59,59%,0.71,50%,40%,0.4, 8-0-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Women's Strawweight,N,L,Jessica Penne,Tabatha Ricci,0,0,6 of 25,36 of 54,24%,66%,19 of 44,81 of 109,0 of 1,4 of 5,0%,80%,0,1,0,0,0:00,5:14,"5' 5""",115 lbs.,"67""",Orthodox,"Jan 30, 1983",2.52,31%,4.75,46%,1.32,21%,36%,0.6, 14-8-0,"5' 1""",115 lbs.,"61""",Orthodox,"Feb 21, 1995",3.27,42%,4.24,59%,4.64,51%,50%,0.3, 8-1-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Bantamweight,N,L,Da'Mon Blackshear,Farid Basharat,0,0,46 of 117,58 of 96,39%,60%,91 of 164,76 of 115,1 of 6,3 of 6,16%,50%,1,0,1,0,2:38,5:28,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",2.43,39%,4.03,50%,1.00,18%,42%,1.0, 12-5-1,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",5.80,63%,2.43,60%,3.00,60%,83%,0.0, 10-0-0
"March 04, 2023","Las Vegas, Nevada, USA    ",Lightweight,N,L,Esteban Ribovics,Loik Radzhabov,1,0,66 of 129,40 of 85,51%,47%,98 of 162,67 of 117,0 of 1,11 of 21,0%,52%,1,0,1,0,0:31,7:39,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 27, 1996",4.79,47%,3.09,56%,0.00,0%,47%,0.9, 11-1-0,"5' 11""",155 lbs.,"69""",Orthodox,"Sep 17, 1990",2.67,47%,4.40,48%,11.00,52%,100%,0.0, 17-4-1
"February 25, 2023","Las Vegas, Nevada, USA    ",Middleweight,N,L,Andre Muniz,Brendan Allen,0,0,43 of 112,42 of 102,38%,41%,45 of 114,64 of 129,0 of 3,1 of 1,0%,100%,0,2,0,0,0:15,4:12,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.12,49%,1.74,54%,2.95,36%,41%,1.7, 23-5-0,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",3.85,53%,3.87,46%,1.27,47%,55%,1.6, 21-5-0
"February 25, 2023","Las Vegas, Nevada, USA    ",Heavyweight,N,W,Augusto Sakai,Don'Tale Mayes,0,0,53 of 95,29 of 62,55%,46%,107 of 173,77 of 121,1 of 2,0 of 1,50%,0%,0,0,0,0,8:51,2:46,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",4.60,49%,3.83,48%,0.23,40%,56%,0.0, 16-5-1,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",3.41,45%,3.80,43%,0.96,50%,56%,0.0, 9-5-0 (1 NC)
"February 25, 2023","Las Vegas, Nevada, USA    ",Women's Flyweight,N,W,Tatiana Suarez,Montana De La Rosa,0,0,10 of 13,5 of 11,76%,45%,37 of 43,36 of 46,2 of 6,0 of 0,33%,---,1,0,0,0,5:45,0:37,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",4.35,66%,1.34,49%,6.12,58%,100%,0.8, 10-0-0,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 14, 1995",2.47,37%,3.06,42%,1.94,31%,64%,0.9, 12-8-1
"February 25, 2023","Las Vegas, Nevada, USA    ",Welterweight,N,W,Mike Malott,Yohan Lainesse,0,0,9 of 17,1 of 4,52%,25%,20 of 28,1 of 4,1 of 1,0 of 0,100%,---,1,0,0,0,1:36,0:00,"6' 1""",170 lbs.,"73""",Orthodox,"Nov 07, 1991",4.49,41%,3.48,54%,1.91,42%,0%,1.3, 9-1-1,"6' 1""",170 lbs.,"76""",Orthodox,"Aug 14, 1992",2.34,42%,3.44,59%,1.00,28%,80%,0.5, 9-2-0
"February 25, 2023","Las Vegas, Nevada, USA    ",Lightweight,N,L,Erick Gonzalez,Trevor Peek,0,2,7 of 29,51 of 86,24%,59%,11 of 35,51 of 86,4 of 6,0 of 1,66%,0%,0,0,0,0,2:15,0:16,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 20, 1992",2.40,36%,8.08,40%,6.00,55%,50%,0.0, 14-8-0,"5' 9""",155 lbs.,"70""",Switch,"Jan 09, 1995",8.33,63%,5.71,42%,1.19,33%,42%,0.0, 8-0-0 (1 NC)
"February 25, 2023","Las Vegas, Nevada, USA    ",Women's Flyweight,N,W,Jasmine Jasudavicius,Gabriella Fernandes,0,0,24 of 54,26 of 56,44%,46%,149 of 215,54 of 86,4 of 8,0 of 1,50%,0%,0,0,0,0,11:31,0:04,"5' 7""",125 lbs.,"68""",Orthodox,"Mar 01, 1989",2.92,40%,3.85,51%,2.50,41%,72%,0.0, 8-2-0,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",1.73,46%,1.60,55%,0.00,0%,50%,0.0, 8-2-0
"February 25, 2023","Las Vegas, Nevada, USA    ",Lightweight,N,W,Jordan Leavitt,Victor Martinez,1,0,17 of 35,7 of 28,48%,25%,18 of 38,9 of 31,0 of 2,0 of 0,0%,---,0,0,0,0,0:46,0:00,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",2.64,60%,1.93,56%,2.31,26%,30%,1.2, 11-2-0,"5' 8""",155 lbs.,"70""",Orthodox,"Jul 17, 1991",8.65,50%,7.45,54%,0.86,50%,80%,0.0, 13-5-0
"February 25, 2023","Las Vegas, Nevada, USA    ",Catch Weight,N,W,Ode Osbourne,Charles Johnson,0,0,48 of 154,60 of 127,31%,47%,50 of 157,74 of 147,3 of 10,1 of 5,30%,20%,0,0,0,0,2:53,1:18,"5' 7""",125 lbs.,"73""",Southpaw,"Jan 09, 1992",4.31,39%,4.63,46%,1.61,27%,72%,0.3, 12-5-0 (1 NC),"5' 9""",125 lbs.,"70""",Switch,"Jan 10, 1991",4.23,52%,3.75,54%,0.23,14%,54%,0.2, 13-5-0
"February 25, 2023","Las Vegas, Nevada, USA    ",Lightweight,N,W,Joe Solecki,Carl Deaton,0,0,2 of 8,1 of 12,25%,8%,49 of 67,13 of 29,2 of 3,0 of 0,66%,---,3,0,0,0,8:51,0:00,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",2.24,55%,1.53,52%,2.51,50%,50%,1.6, 13-3-0,"5' 7""",155 lbs.,"69""",Orthodox,"Nov 24, 1989",0.10,8%,0.20,75%,0.00,0%,33%,0.0, 17-6-0 (2 NC)
